"source_link","country","company_name","location","company_information","telephone","fax","email","website","company_profile","capabilities_description","post_casting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* A&B Die Casting, a Division of Benda Tool & Model Works","Hercules, CA","Company:A&B Die Casting, a Division of Benda Tool & Model Works
Address:900 Alfred Nobel Dr  
Hercules, CA 94547-1814  
UNITED STATES","(510) 741-3170","(510) 724-7765","sales@abdiecasting.com","www.abdiecasting.com","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:ISO 9001:2015
Low Volume:True","Description:Full service low-medium volume, high value-added components complete to print. Including machining, coating,
plating, laser marking & mechanical assembly","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Lapping,Sanding,Reaming,Tapping,Turning,Other
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","AAM - American Axle & Manufacturing","Detroit, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","ABB Motors and Mechanical Inc.","Fort Smith, AR","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","ABB Motors and Mechanical, Inc.","Athens, GA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* ABCO Die Casters Inc.","Newark, NJ","Company:ABCO Die Casters Inc.
Address:39 Tompkins Point Rd  
Newark, NJ 07114-2814  
UNITED STATES","(973) 624-7030","(973) 624-7425","jvitollo@abcodiecasters.com","www.abcodiecasters.com","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Captive/Custom
Certification:ISO 9001:2015
Low Volume:True","Description:Full service die cast facility with in-house D/C - CNC and powder coating. ABCO offers additional services such as plating and in-house powder coating. We also do sub-assembly.","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Accro-Cast Corporation","Dayton, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","AccuCast Inc.","Rockford, IL","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* ACE Precision International, LLC","Marshalltown, IA","Company:ACE Precision International, LLC
Address:801-A Iowa Avenue West  
Marshalltown, IA 50158  
UNITED STATES","(641) 753-6520","(641) 753-6978","gbrown@intl-ace.com","www.intl-ace.com/","Number of Employees:Under 50
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,ISO 9001
Low Volume:False","Description:Fully machined and subassembly die castings","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Lapping,Laser or Dot Peen Traceability,Other,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Acme Alliance, LLC","Northbrook, IL","Company:Acme Alliance, LLC
Address:3610 Commercial Ave  
Northbrook, IL 60062-1823  
UNITED STATES","(847)272-9520","(847) 272-3411","info@acmealliance.com","www.acmealliance.com/","Number of Employees:101-500
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,ISO 9001:2008
Low Volume:False","Description:Acme Alliance is a Global Manufacturer of Custom Engineered High Pressure Aluminum Die Cast Components. Clients Benefit from Regional Production. Supply & Demand Work in Unison to Reduce Total Cost of Ownersip","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","ADAMS Die Cast Incorporated","Minneapolis, MN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* ADC Aerospace","Buena Park, CA","Company:ADC Aerospace
Address:6550 Caballero Blvd  
Buena Park, CA 90620  
UNITED STATES","(714) 521-9800","(714) 521-5510","rsimpson@adc-aerospace.com","www.adc-aerospace.com","Number of Employees:101-500
Sales Volume:$20 - $30 Million
Type of Operation:Custom
Certification:AS 9100
Low Volume:True","Description:A full service AS9100 Certified and ITAR Approved Die Caster with 28 Die Casting Machines ranging in tonage
from 50 to 1300 tons.
27 CNC Machining Centers.","Machining:CNC
Finishing:Pressure Testing"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Advance Die Cast LLC","Milwaukee, WI","Company:Advance Die Cast LLC
Address:3760 N Holton St  
Milwaukee, WI 53212  
UNITED STATES","(414) 964-0284","(414) 963-6081","ahp@adcmfg.com","www.advancediecasting.com","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Captive/Custom
Certification:QS 9000ISO: 9001:2000
Low Volume:True","Description:Full service die caster of zinc & aluminum with secondary operations offered, along with technical support in quality asssurance and engineering to help with initial design of die casting, to completion at a cost competitive price. 400-1200T capability.","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Lapping,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aeon Manufacturing","Harbor City, CA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Ahresty Wilmington Corporation","Wilmington, OH","Company:Ahresty Wilmington Corporation
Address:2627 S South St  
Wilmington, OH 45177-9775  
UNITED STATES","(937) 382-6112","(937) 382-5871","Mark.Scherer@Ahresty.com","www.ahresty.com/","Number of Employees:Over 500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:IATF 16949,ISO 14000
Low Volume:False","Description:The Ahresty global team works together sharing ideas, technical advances, design improvements, capabilities, and industry knowledge allowing the Ahresty group to deliver the highest quality products, best service, and customer satisfaction worldwide.","Machining:Burnishing,CNC,Drilling,Laser or Dot Peen Traceability,Other,Reaming,Tapping,Turning
Finishing:Assembly,Deburring,Heat Treating,Impregnation,Pressure Testing,Shot blasting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aisin Automotive Casting LLC","London, KY","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aisin Automotive Casting LLC","Clinton, TN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Allied Die Casting Corporation","Mc Henry, IL","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Allient Inc.","Dayton, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Alpha Technology Corporation","Howell, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aludyne - Alma Plant","Alma, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aludyne - Auburn Plant","Auburn, IN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aludyne - Benton Harbor","Benton Harbor, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aludyne - Montague Division","Montague, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Aludyne - Pierceton Plant","Pierceton, IN","Company:Aludyne - Pierceton Plant
Address:5 Arnolt Dr  
Pierceton, IN 46562-9641  
UNITED STATES","(574) 594-9681","(574) 594-9682","david.gallagher@aludyne.com","aludyne.com","Number of Employees:50-100
Sales Volume:$20 - $30 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","Description:Squeeze casting and machining up to 2000 tons","Machining:CNC
Finishing:Assembly,Heat Treating,Pressure Testing,Shot blasting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Aludyne - Pleasant Prairie","Pleasant Prairie, WI","Company:Aludyne - Pleasant Prairie
Address:8200 100th St  
Pleasant Prairie, WI 53158-2203  
UNITED STATES","(262) 947-7600","(262) 947-7610","Dan.Skinner@aludyne.com","aludyne.com","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","Description:Albany Chicago Co., founded in 1952 in Chicago, IL and shifted to Al High Pressure machined castings servicing the electronics & diesel engine manufacturing sectors in 1979. They continue to specialize in difficult property castings, high vacuum+more.","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Reaming
Finishing:Deburring,Heat Treating,Pressure Testing"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aludyne - Stevensville","Stevensville, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Alumacast LLC","Celina, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Aluminum Die Casting Company","Mira Loma, CA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Alupress LLC","Laurens, SC","Company:Alupress LLC
Address:114 Hunter Industrial Park Rd  
Laurens, SC 29360-5207  
UNITED STATES","(864) 766-4800","(864) 682-2016","info@alupress.com","alupress.com","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,ISO 9001
Low Volume:False","Description:Die casting parts with very high quality requirements, very tight tolerances and tightness requirements.","Machining:Boring,Broaching,CNC,Drilling,Lapping,Reaming,Turning
Finishing:Assembly,Deburring,Pressure Testing,Shot blasting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Ambrit Industries Inc.","Glendale, CA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","American Die Casting Incorporated","Fontana, CA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","American Polishing Inc.","Salem, AR","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","American Precision Die Casting","Cuba, MO","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","American Rotors Inc.","Gurnee, IL","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","AmesburyTruth","Owatonna, MN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Ametek Rotron","Woodstock, NY","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Anchor Industries Inc.","Evansville, IN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Anderson Die Casting Co.","Englewood, CO","Company:Anderson Die Casting Co.
Address:2935 S Shoshone St  
Englewood, CO 80110-1312  
UNITED STATES","(303) 722-7166","","sales@andersondiecasting.com","andersondiecasting.com","Number of Employees:Under 50
Sales Volume:Under $10 Million
Type of Operation:Custom
Certification:None
Low Volume:True","Description:Focus on small to medium run jobs in aluminum and zinc. 4 slide zinc casting for higher volumes and complex parts available. In house secondary includes machining, injection molding, vibratory mill, shot blast, and powder coat.","Machining:CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Assembly,Deburring,Powder Coating,Shot blasting,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Anderton Castings LLC","Troy, TX","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Angstrom Aluminum Casting","Grand Rapids, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Apex Aluminum Die Casting Company","Piqua, OH","Company:Apex Aluminum Die Casting Company
Address:PO Box 617  
Piqua, OH 45356-0617  
UNITED STATES","(937) 773-8318","(937) 773-6190","sales@apexdiecasting.com","www.apexdiecasting.com","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:ISO 9001:2000
Low Volume:True","","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Lapping,Reaming,Sanding,Tapping,Turning
Finishing:Deburring,Impregnation,Shot blasting,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Apogee Precision Finishing Services LLC","Troy, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Arlington Industries Inc.","Scranton, PA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Artvac Corporation","Lincoln, RI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","ASSA ABLOY Opening Solutions Americas Hardware and Home Improvement (HHI) Group","Denison, TX","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Astemo, Ltd. - Blanchester Plant","Blanchester, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Astronics PECO Inc.","Clackamas, OR","Company:Astronics PECO Inc.
Address:11241 SE Hwy 212  
Clackamas, OR 97015  
UNITED STATES","(503) 233-6401","(503) 233-6407","Nick.Stevenson@astronics.com","astronics.com","Number of Employees:101-500
Sales Volume:Under $10 Million
Type of Operation:Captive/Custom
Certification:QS 9000
Low Volume:False","Description:Highly machined vacuum die casting with finish capabilities",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Auto Cast Inc.","Grandville, MI","Company:Auto Cast Inc.
Address:4565 Spartan Industrial Dr SW  
Grandville, MI 49418-2509  
UNITED STATES","(616) 534-4941","(616) 534-1875","tikerd@autocastinc.com","www.autocastinc.com/","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:IATF 16949
Low Volume:True","Description:High Pressure, precision aluminum and zinc die castings, both functional and decorative. CNC machining capability, Assembly, We also provide finishing to meet the customers requirements.","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Shot blasting,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Automark, Inc.","Birmingham, MI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Bardane Manufacturing Company","Jermyn, PA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Basic Aluminum Castings Corporation","Cleveland, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Batesville Casket Company","Batesville, IN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Blaser Die Casting Company","Seattle, WA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Blue Ridge Pressure Castings","Lehighton, PA","Company:Blue Ridge Pressure Castings
Address:981 Bridge St  
Lehighton, PA 18235-0208  
UNITED STATES","(610) 377-2510","(610) 377-5066","Jklick@brpc.net","www.BlueRidgeDieCasting.com","Number of Employees:101-500
Sales Volume:$20 - $30 Million
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,TS 16949
Low Volume:True","Description:Aluminum die casting, Aid in design consideration, Flow simulation, Secondary machining & finishing","Machining:Boring,CNC,Drilling,Lapping,Reaming,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Bocar US, Inc.","Tanner, AL","Company:Bocar US, Inc.
Address:23727 Bibb Garrett Road  
Tanner, AL 35671  
UNITED STATES","(256) 898-2500","","info@bocar.com","www.bocar.com/","Number of Employees:101-500
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,ISO 9001
Low Volume:False","Description:Manufacture of high quality and innovative products, as both a development partner and full-service supplier capable of producing aluminum components with specific requirements.
High pressure die cast of powertrain and structural components.","Machining:CNC
Finishing:Assembly,Deburring,Heat Treating,Pressure Testing,Shot blasting,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Boyd Allenton, LLC","Allenton, WI","Company:Boyd Allenton, LLC
Address:217 Weis St  
Allenton, WI 53002  
UNITED STATES","(262) 629-5566","(262) 629-9157","anthony.rodriguez@boydcorp.com","www.boydcorp.com","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:ISO 9001
Low Volume:True","Description:Ability to produce complex castings in tonnage range from 400-1800. Offer value add for turnkey solutions.","Machining:Boring,CNC,Drilling,Reaming,Sanding,Tapping
Finishing:Deburring,Painting,Powder Coating,Pressure Testing,Shot blasting,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Bridgeport Fittings, LLC, a Division of NSI Industries","Stratford, CT","Company:Bridgeport Fittings, LLC, a Division of NSI Industries
Address:705 Lordship Blvd  
Stratford, CT 06615  
UNITED STATES","(203) 381-3431","203-381-3488","frank@bptfittings.com","www.bptfittings.com","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Captive
Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Briggs & Stratton Corp - Poplar Bluff","Poplar Bluff, MO","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Briggs & Stratton Corp - Statesboro","Statesboro, GA","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Brown Die Casting & Manufacturing Incorporated","Royse City, TX","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Bruschi USA Inc.","Milwaukee, WI","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Bryan Die Cast Products Incorporated","Bryan, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Bunty LLC","Greenville, SC","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","C & C Metal Products Corp.","Englewood, NJ","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* C. Palmer Die Casting, Inc.","Oakland, MD","Company:C. Palmer Die Casting, Inc.
Address:97 Commerce Dr  
Oakland, MD 21550-3955  
UNITED STATES","(301) 334-9100","(301) 334-7846","cpalmerdc@iceweb.net","www.cpalmerdiecastinginc.com","Number of Employees:Under 50
Sales Volume:Under $10 Million
Type of Operation:Captive/Custom
Low Volume:True","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Caldwell Casting Company","Cambridge, MD","Company:Caldwell Casting Company
Address:2 Washington St  
Cambridge, MD 21613  
UNITED STATES","(410) 228-2400","(410) 228-5079","sales@caldwellcasting.com","www.caldwellcasting.com/","Number of Employees:Under 50
Sales Volume:Under $10 Million
Type of Operation:Custom
Certification:None
Low Volume:True","Description:Precision die casting of aluminum, zinc and zinc aluminum alloys. New or existing tooling. Offer tool and part design. Capabilities include product engineering, secondary machining and large or low volume. Over 50 years serving the military.",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* California Die Casting Inc.","Ontario, CA","Company:California Die Casting Inc.
Address:1820 S Grove Ave  
Ontario, CA 91761-5613  
UNITED STATES","(909) 947-9947","(909) 947-9987","dlane@caldiecast.com","www.caldiecast.com","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:ISO 9001,ISO 9001:2008
Low Volume:True","Description:Zinc & Aluminum Die Castings - Tooling - Machining - Finishing.","Machining:Boring,Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Camp Company","St Petersburg, FL","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Cardington Yutaka Technologies Inc","Cardington, OH","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Carteret Die Casting Corporation","Somerset, NJ","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Cascade Die Casting Group - Atlantic","High Point, NC","Company:Cascade Die Casting Group - Atlantic
Address:1800 Albertson Road  
High Point, NC 27260  
UNITED STATES","(336) 882-0186","(336) 882-8890","jantis@cascade-cdc.com","www.cascade-cdc.com","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","Description:Custom aluminum die caster capable of providing castings from .5 lbs to 16 lbs complete to print. CNC machining in-house.","Machining:CNC,Drilling,Laser or Dot Peen Traceability,Other,Reaming,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Cascade Die Casting Group - Great Lakes","Sparta, MI","Company:Cascade Die Casting Group - Great Lakes
Address:9983 Sparta Ave  
Sparta, MI 49345  
UNITED STATES","(616) 887-1771","(616) 887-0689","Abodfish@cascade-cdc.com","www.cascade-cdc.com","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949:2009
Low Volume:False","Description:Custom aluminum die caster capable of providing castings from .5 lbs to 16lbs, complete to print, including
machining and/or finishing as required.","Machining:CNC,Drilling,Reaming,Sanding,Tapping
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Cascade Die Casting Group - Group Services/Corporate Headquarters","Grand Rapids, MI","Company:Cascade Die Casting Group - Group Services/Corporate Headquarters
Address:7441 S Division Ave  
Grand Rapids, MI 49546  
UNITED STATES","(616) 281-1660","(616) 281-1720","craab@cascade-cdc.com","www.cascade-cdc.com","Number of Employees:101-500
Certification:IATF 16949
Low Volume:False","","Machining:CNC,Drilling,Reaming,Tapping
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","* Cascade Die Casting Group - Mid-State","Grand Rapids, MI","Company:Cascade Die Casting Group - Mid-State
Address:7750 S Division Ave  
Grand Rapids, MI 49548  
UNITED STATES","(616) 455-4010","(616) 455-4514","ldewitt@cascade-cdc.com","www.cascade-cdc.com","Number of Employees:101-500
Sales Volume:$20 - $30 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","Description:Custom zinc die caster capable of providing both finished and functional die castings. Castings can be provided
machined and/or finished as required.","Machining:Boring,Broaching,CNC,Drilling,Reaming,Sanding,Tapping,Other
Finishing:Anodizing,Assembly,Buffing,Chromating,Deburring,Heat Treating,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Cast All Corporation","Mineola, NY","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","Cast Components LLC","Southbridge, MA","","","","","","","",""
